date,area,average_price,code,houses_sold,no_of_crimes
12/1/2011,lewisham,228960,E09000023,243,2064
1/1/2012,lewisham,231108,E09000023,225,2178
2/1/2012,lewisham,233838,E09000023,209,1915
3/1/2012,lewisham,233358,E09000023,365,2397
4/1/2012,lewisham,231970,E09000023,208,1950
5/1/2012,lewisham,237463,E09000023,221,2185
6/1/2012,lewisham,240272,E09000023,354,2169
7/1/2012,lewisham,243277,E09000023,317,2150
8/1/2012,lewisham,243510,E09000023,316,2072
9/1/2012,lewisham,248600,E09000023,276,1990
10/1/2012,lewisham,250508,E09000023,268,2085
11/1/2012,lewisham,247602,E09000023,317,2206
12/1/2012,lewisham,245358,E09000023,253,2027
1/1/2013,lewisham,242540,E09000023,249,2046
2/1/2013,lewisham,244550,E09000023,212,1891
3/1/2013,lewisham,245291,E09000023,257,1962
4/1/2013,lewisham,251256,E09000023,259,1841
5/1/2013,lewisham,253145,E09000023,317,1814
6/1/2013,lewisham,257016,E09000023,384,1946
7/1/2013,lewisham,258118,E09000023,406,2062
8/1/2013,lewisham,264742,E09000023,387,1939
9/1/2013,lewisham,270976,E09000023,408,1819
10/1/2013,lewisham,277733,E09000023,455,1919
11/1/2013,lewisham,280693,E09000023,462,1874
12/1/2013,lewisham,283721,E09000023,422,1766
1/1/2014,lewisham,289574,E09000023,352,1806
2/1/2014,lewisham,292585,E09000023,363,1697
3/1/2014,lewisham,296958,E09000023,364,1850
4/1/2014,lewisham,301437,E09000023,373,1756
5/1/2014,lewisham,312790,E09000023,378,1793
6/1/2014,lewisham,316671,E09000023,360,1776
7/1/2014,lewisham,321964,E09000023,481,2008
8/1/2014,lewisham,327108,E09000023,429,1675
9/1/2014,lewisham,332222,E09000023,366,1909
10/1/2014,lewisham,331337,E09000023,433,1914
11/1/2014,lewisham,331716,E09000023,344,1802
12/1/2014,lewisham,335389,E09000023,369,1852
1/1/2015,lewisham,340347,E09000023,289,1810
2/1/2015,lewisham,343255,E09000023,261,1825
3/1/2015,lewisham,340786,E09000023,371,1990
4/1/2015,lewisham,341075,E09000023,315,1975
5/1/2015,lewisham,343797,E09000023,386,2113
6/1/2015,lewisham,349762,E09000023,480,2112
7/1/2015,lewisham,357304,E09000023,421,2125
8/1/2015,lewisham,360026,E09000023,364,2042
9/1/2015,lewisham,368741,E09000023,407,1996
10/1/2015,lewisham,370544,E09000023,445,2080
11/1/2015,lewisham,370217,E09000023,320,2135
12/1/2015,lewisham,374745,E09000023,343,2082
1/1/2016,lewisham,384975,E09000023,283,2081
2/1/2016,lewisham,396968,E09000023,313,1931
3/1/2016,lewisham,399893,E09000023,639,2050
4/1/2016,lewisham,400772,E09000023,246,1964
5/1/2016,lewisham,404005,E09000023,263,2260
6/1/2016,lewisham,404974,E09000023,431,2224
7/1/2016,lewisham,410646,E09000023,339,2223
8/1/2016,lewisham,409738,E09000023,303,2074
9/1/2016,lewisham,411194,E09000023,264,1979
10/1/2016,lewisham,406336,E09000023,268,2083
11/1/2016,lewisham,403531,E09000023,350,2017
12/1/2016,lewisham,398752,E09000023,305,2042
1/1/2017,lewisham,401025,E09000023,234,1866
2/1/2017,lewisham,403609,E09000023,248,1972
3/1/2017,lewisham,411087,E09000023,245,2295
4/1/2017,lewisham,406509,E09000023,262,2040
5/1/2017,lewisham,407047,E09000023,315,2205
6/1/2017,lewisham,405194,E09000023,475,2128
7/1/2017,lewisham,414254,E09000023,304,2137
8/1/2017,lewisham,417811,E09000023,294,2155
9/1/2017,lewisham,423063,E09000023,252,2103
10/1/2017,lewisham,417796,E09000023,259,2118
11/1/2017,lewisham,416508,E09000023,244,2076
12/1/2017,lewisham,408684,E09000023,308,2030
1/1/2018,lewisham,407246,E09000023,260,2191
2/1/2018,lewisham,405431,E09000023,197,1853
3/1/2018,lewisham,406499,E09000023,285,2095
4/1/2018,lewisham,409634,E09000023,234,1961
5/1/2018,lewisham,414544,E09000023,246,2318
6/1/2018,lewisham,417444,E09000023,349,2135
7/1/2018,lewisham,413641,E09000023,267,2348
8/1/2018,lewisham,409974,E09000023,329,2160
9/1/2018,lewisham,409821,E09000023,223,2135
10/1/2018,lewisham,417893,E09000023,361,2383
11/1/2018,lewisham,416998,E09000023,357,2259
12/1/2018,lewisham,410421,E09000023,231,2261
1/1/2019,lewisham,402343,E09000023,192,2289
2/1/2019,lewisham,398655,E09000023,200,2145
3/1/2019,lewisham,401583,E09000023,255,2473
4/1/2019,lewisham,402204,E09000023,204,2319
5/1/2019,lewisham,405653,E09000023,230,2645
6/1/2019,lewisham,405553,E09000023,225,2423
7/1/2019,lewisham,410073,E09000023,273,2600
8/1/2019,lewisham,415558,E09000023,305,2495
9/1/2019,lewisham,420718,E09000023,255,2552
10/1/2019,lewisham,422711,E09000023,233,2505
11/1/2019,lewisham,417318,E09000023,248,2431
12/1/2019,lewisham,415125,E09000023,,2230
1/1/2020,lewisham,412522,E09000023,,2406
1/1/1995,merton,82071,E09000024,219,
2/1/1995,merton,79983,E09000024,204,
3/1/1995,merton,80662,E09000024,275,
4/1/1995,merton,79991,E09000024,230,
5/1/1995,merton,80874,E09000024,269,
6/1/1995,merton,80705,E09000024,331,
7/1/1995,merton,81056,E09000024,303,
8/1/1995,merton,80781,E09000024,323,
9/1/1995,merton,80825,E09000024,260,
10/1/1995,merton,79569,E09000024,240,
11/1/1995,merton,79913,E09000024,278,
12/1/1995,merton,79581,E09000024,252,
1/1/1996,merton,81277,E09000024,214,
2/1/1996,merton,80460,E09000024,222,
3/1/1996,merton,80063,E09000024,315,
4/1/1996,merton,82034,E09000024,265,
5/1/1996,merton,83678,E09000024,302,
6/1/1996,merton,84551,E09000024,328,
7/1/1996,merton,82609,E09000024,334,
8/1/1996,merton,82862,E09000024,457,
9/1/1996,merton,84808,E09000024,359,
10/1/1996,merton,87510,E09000024,400,
11/1/1996,merton,89154,E09000024,376,
12/1/1996,merton,88983,E09000024,386,
1/1/1997,merton,89455,E09000024,317,
2/1/1997,merton,90557,E09000024,329,
3/1/1997,merton,91744,E09000024,341,
4/1/1997,merton,93017,E09000024,370,
5/1/1997,merton,93984,E09000024,363,
6/1/1997,merton,95283,E09000024,380,
7/1/1997,merton,97283,E09000024,440,
8/1/1997,merton,98365,E09000024,425,
9/1/1997,merton,98849,E09000024,420,
10/1/1997,merton,97626,E09000024,400,
11/1/1997,merton,99428,E09000024,296,
12/1/1997,merton,102799,E09000024,399,
1/1/1998,merton,105283,E09000024,302,
2/1/1998,merton,104419,E09000024,285,
3/1/1998,merton,105517,E09000024,303,
4/1/1998,merton,106270,E09000024,345,
5/1/1998,merton,108041,E09000024,344,
6/1/1998,merton,108642,E09000024,405,
7/1/1998,merton,108647,E09000024,458,
8/1/1998,merton,111213,E09000024,381,
9/1/1998,merton,110274,E09000024,380,
10/1/1998,merton,110666,E09000024,406,
11/1/1998,merton,109274,E09000024,339,
12/1/1998,merton,108353,E09000024,318,
1/1/1999,merton,109274,E09000024,268,
2/1/1999,merton,109397,E09000024,281,
3/1/1999,merton,114816,E09000024,357,
4/1/1999,merton,116424,E09000024,427,
5/1/1999,merton,119216,E09000024,421,
6/1/1999,merton,120264,E09000024,475,
7/1/1999,merton,122197,E09000024,544,
8/1/1999,merton,125514,E09000024,527,
9/1/1999,merton,128106,E09000024,431,
10/1/1999,merton,130654,E09000024,483,
11/1/1999,merton,132579,E09000024,436,
12/1/1999,merton,134376,E09000024,418,
1/1/2000,merton,137687,E09000024,336,
2/1/2000,merton,141816,E09000024,303,
3/1/2000,merton,145380,E09000024,416,
4/1/2000,merton,148309,E09000024,338,
5/1/2000,merton,151026,E09000024,391,
6/1/2000,merton,152343,E09000024,385,
7/1/2000,merton,156829,E09000024,358,
8/1/2000,merton,159104,E09000024,345,
9/1/2000,merton,160357,E09000024,275,
10/1/2000,merton,156860,E09000024,315,
11/1/2000,merton,155381,E09000024,320,
12/1/2000,merton,154173,E09000024,282,
1/1/2001,merton,156449,E09000024,295,1338
2/1/2001,merton,157722,E09000024,273,1358
3/1/2001,merton,161460,E09000024,377,1433
4/1/2001,merton,162141,E09000024,355,1383
5/1/2001,merton,162610,E09000024,416,1523
6/1/2001,merton,164800,E09000024,451,1524
7/1/2001,merton,168755,E09000024,441,1388
8/1/2001,merton,172130,E09000024,510,1389
9/1/2001,merton,171618,E09000024,366,1287
10/1/2001,merton,173027,E09000024,422,1485
11/1/2001,merton,175441,E09000024,386,1409
12/1/2001,merton,178400,E09000024,347,1219
1/1/2002,merton,180271,E09000024,280,1321
2/1/2002,merton,181399,E09000024,290,1247
3/1/2002,merton,184128,E09000024,406,1343
4/1/2002,merton,185372,E09000024,379,1311
5/1/2002,merton,188835,E09000024,503,1358
6/1/2002,merton,191746,E09000024,404,1308
7/1/2002,merton,197097,E09000024,506,1361
8/1/2002,merton,201581,E09000024,510,1289
9/1/2002,merton,205933,E09000024,433,1420
10/1/2002,merton,207626,E09000024,375,1454
11/1/2002,merton,211100,E09000024,398,1386
12/1/2002,merton,213488,E09000024,359,1263
1/1/2003,merton,217469,E09000024,312,1361
2/1/2003,merton,217265,E09000024,287,1423
3/1/2003,merton,216172,E09000024,246,1473
4/1/2003,merton,215061,E09000024,286,1497
5/1/2003,merton,215674,E09000024,280,1623
6/1/2003,merton,216969,E09000024,270,1573
7/1/2003,merton,220577,E09000024,348,1482
8/1/2003,merton,223092,E09000024,419,1291
9/1/2003,merton,225198,E09000024,411,1416
10/1/2003,merton,223729,E09000024,436,1447
11/1/2003,merton,226241,E09000024,385,1547
12/1/2003,merton,227284,E09000024,414,1295
1/1/2004,merton,232251,E09000024,335,1402
2/1/2004,merton,230461,E09000024,346,1349
3/1/2004,merton,227851,E09000024,410,1434
4/1/2004,merton,229089,E09000024,416,1333
5/1/2004,merton,231278,E09000024,355,1397
6/1/2004,merton,238639,E09000024,475,1465
7/1/2004,merton,240563,E09000024,493,1473
8/1/2004,merton,245235,E09000024,451,1383
9/1/2004,merton,249120,E09000024,433,1342
10/1/2004,merton,247228,E09000024,313,1237
11/1/2004,merton,244719,E09000024,283,1254
12/1/2004,merton,240751,E09000024,281,1201
1/1/2005,merton,242921,E09000024,235,1266
2/1/2005,merton,244609,E09000024,217,1159
3/1/2005,merton,245454,E09000024,255,1275
4/1/2005,merton,244941,E09000024,262,1368
5/1/2005,merton,246662,E09000024,278,1330
6/1/2005,merton,246706,E09000024,328,1410
7/1/2005,merton,248309,E09000024,425,1388
8/1/2005,merton,247853,E09000024,381,1283
9/1/2005,merton,249511,E09000024,371,1327
10/1/2005,merton,247275,E09000024,324,1386
11/1/2005,merton,245088,E09000024,332,1306
12/1/2005,merton,245706,E09000024,364,1267
1/1/2006,merton,244083,E09000024,295,1254
2/1/2006,merton,246921,E09000024,287,1185
3/1/2006,merton,246235,E09000024,409,1271
4/1/2006,merton,252105,E09000024,334,1293
5/1/2006,merton,253408,E09000024,409,1311
6/1/2006,merton,254901,E09000024,430,1298
7/1/2006,merton,257433,E09000024,473,1363
8/1/2006,merton,261007,E09000024,493,1298
9/1/2006,merton,265477,E09000024,413,1191
10/1/2006,merton,264544,E09000024,398,1178
11/1/2006,merton,267628,E09000024,413,1345
12/1/2006,merton,270986,E09000024,420,1174
1/1/2007,merton,277156,E09000024,337,1218
2/1/2007,merton,280789,E09000024,297,1149
3/1/2007,merton,283272,E09000024,405,1359
4/1/2007,merton,287768,E09000024,332,1176
5/1/2007,merton,292867,E09000024,418,1192
6/1/2007,merton,298411,E09000024,438,1340
7/1/2007,merton,300491,E09000024,446,1456
8/1/2007,merton,309048,E09000024,435,1322
9/1/2007,merton,313244,E09000024,381,1075
10/1/2007,merton,316045,E09000024,378,1176
11/1/2007,merton,307997,E09000024,386,1169
12/1/2007,merton,307214,E09000024,230,1056
1/1/2008,merton,309345,E09000024,208,1126
2/1/2008,merton,312700,E09000024,239,1170
3/1/2008,merton,314300,E09000024,204,1197
4/1/2008,merton,313753,E09000024,215,1177
5/1/2008,merton,312461,E09000024,221,1249
6/1/2008,merton,312020,E09000024,218,1293
7/1/2008,merton,306324,E09000024,205,1360
8/1/2008,merton,302582,E09000024,151,1174
9/1/2008,merton,294190,E09000024,154,1207
10/1/2008,merton,288628,E09000024,154,1264
11/1/2008,merton,273054,E09000024,102,1261
12/1/2008,merton,268737,E09000024,154,1129
1/1/2009,merton,271807,E09000024,99,1188
2/1/2009,merton,277882,E09000024,107,1004
3/1/2009,merton,275148,E09000024,104,1221
4/1/2009,merton,262692,E09000024,116,1247
5/1/2009,merton,260161,E09000024,150,1294
6/1/2009,merton,254609,E09000024,220,1320
7/1/2009,merton,261094,E09000024,230,1234
8/1/2009,merton,271560,E09000024,201,1095
9/1/2009,merton,280207,E09000024,221,1195
10/1/2009,merton,281848,E09000024,255,1192
11/1/2009,merton,280931,E09000024,234,1180
12/1/2009,merton,281239,E09000024,266,1057
1/1/2010,merton,286200,E09000024,189,1104
2/1/2010,merton,283608,E09000024,171,1131
3/1/2010,merton,291677,E09000024,169,1277
4/1/2010,merton,294295,E09000024,175,1262
5/1/2010,merton,301425,E09000024,209,1207
6/1/2010,merton,302480,E09000024,252,1336
7/1/2010,merton,305677,E09000024,275,1287
8/1/2010,merton,306977,E09000024,234,1192
9/1/2010,merton,310663,E09000024,237,1169
10/1/2010,merton,311473,E09000024,214,1258
11/1/2010,merton,306478,E09000024,194,1203
12/1/2010,merton,299039,E09000024,222,1066
1/1/2011,merton,299471,E09000024,133,1284
2/1/2011,merton,298366,E09000024,136,1173
3/1/2011,merton,300667,E09000024,198,1298
4/1/2011,merton,298880,E09000024,207,1150
5/1/2011,merton,304186,E09000024,198,1229
6/1/2011,merton,303809,E09000024,215,1257
7/1/2011,merton,306768,E09000024,259,1301
8/1/2011,merton,313482,E09000024,275,1139
9/1/2011,merton,319727,E09000024,248,1036
10/1/2011,merton,316973,E09000024,220,1275
11/1/2011,merton,308289,E09000024,221,1227
12/1/2011,merton,302138,E09000024,284,1092
1/1/2012,merton,301661,E09000024,204,1083
2/1/2012,merton,304218,E09000024,184,1138
3/1/2012,merton,305833,E09000024,259,1244
4/1/2012,merton,306943,E09000024,156,1087
5/1/2012,merton,312768,E09000024,212,1223
6/1/2012,merton,318602,E09000024,238,1129
7/1/2012,merton,323413,E09000024,250,1162
8/1/2012,merton,326136,E09000024,253,1076
9/1/2012,merton,326349,E09000024,263,1095
10/1/2012,merton,328431,E09000024,291,1147
11/1/2012,merton,321515,E09000024,221,1223
12/1/2012,merton,325045,E09000024,239,1079
1/1/2013,merton,329700,E09000024,209,1173
2/1/2013,merton,333548,E09000024,187,988
3/1/2013,merton,328435,E09000024,262,995
4/1/2013,merton,327570,E09000024,235,1060
5/1/2013,merton,331119,E09000024,263,1030
6/1/2013,merton,340065,E09000024,251,990
7/1/2013,merton,347031,E09000024,298,1103
8/1/2013,merton,357293,E09000024,319,903
9/1/2013,merton,364497,E09000024,301,917
10/1/2013,merton,359064,E09000024,319,1014
11/1/2013,merton,356979,E09000024,328,974
12/1/2013,merton,359231,E09000024,274,853
1/1/2014,merton,377855,E09000024,273,940
2/1/2014,merton,386133,E09000024,257,819
3/1/2014,merton,392126,E09000024,262,994
4/1/2014,merton,397960,E09000024,277,879
5/1/2014,merton,408272,E09000024,284,1047
6/1/2014,merton,427036,E09000024,248,1027
7/1/2014,merton,436044,E09000024,267,951
8/1/2014,merton,452101,E09000024,307,932
9/1/2014,merton,446961,E09000024,273,1047
10/1/2014,merton,449145,E09000024,248,1068
11/1/2014,merton,434193,E09000024,228,1139
12/1/2014,merton,431896,E09000024,223,1074
1/1/2015,merton,424475,E09000024,198,1063
2/1/2015,merton,429907,E09000024,194,941
3/1/2015,merton,434994,E09000024,226,997
4/1/2015,merton,437947,E09000024,213,971
5/1/2015,merton,444390,E09000024,238,1129
6/1/2015,merton,445612,E09000024,271,1057
7/1/2015,merton,464605,E09000024,298,1154
8/1/2015,merton,469370,E09000024,276,1063
9/1/2015,merton,480330,E09000024,292,949
10/1/2015,merton,480044,E09000024,271,1127
11/1/2015,merton,489855,E09000024,252,1134
12/1/2015,merton,490898,E09000024,255,1075
1/1/2016,merton,487335,E09000024,196,1062
2/1/2016,merton,482794,E09000024,209,1046
3/1/2016,merton,495205,E09000024,476,1167
4/1/2016,merton,503813,E09000024,120,1085
5/1/2016,merton,514101,E09000024,153,1152
6/1/2016,merton,513336,E09000024,206,1010
7/1/2016,merton,511128,E09000024,212,1204
8/1/2016,merton,509855,E09000024,226,1158
9/1/2016,merton,505887,E09000024,215,1095
10/1/2016,merton,504287,E09000024,175,1096
11/1/2016,merton,489175,E09000024,199,1121
12/1/2016,merton,486293,E09000024,222,1031
1/1/2017,merton,483395,E09000024,134,1072
2/1/2017,merton,495772,E09000024,174,1086
3/1/2017,merton,495230,E09000024,236,1122
4/1/2017,merton,512213,E09000024,200,1097
5/1/2017,merton,514738,E09000024,214,1205
6/1/2017,merton,520540,E09000024,227,1183
7/1/2017,merton,509666,E09000024,219,1218
8/1/2017,merton,517399,E09000024,243,1098
9/1/2017,merton,520322,E09000024,239,1184
10/1/2017,merton,534091,E09000024,221,1151
11/1/2017,merton,525729,E09000024,193,1174
12/1/2017,merton,517135,E09000024,205,1189
1/1/2018,merton,500413,E09000024,174,1165
2/1/2018,merton,495289,E09000024,130,1085
3/1/2018,merton,494905,E09000024,205,1061
4/1/2018,merton,494428,E09000024,165,1091
5/1/2018,merton,501888,E09000024,193,1194
6/1/2018,merton,516197,E09000024,177,1123
7/1/2018,merton,532752,E09000024,216,1163
8/1/2018,merton,530837,E09000024,241,1149
9/1/2018,merton,524612,E09000024,198,1103
10/1/2018,merton,520123,E09000024,225,1243
11/1/2018,merton,518470,E09000024,205,1215
12/1/2018,merton,517613,E09000024,154,1229
1/1/2019,merton,512341,E09000024,167,1220
2/1/2019,merton,520382,E09000024,154,1051
3/1/2019,merton,505391,E09000024,155,1245
4/1/2019,merton,501814,E09000024,177,1211
5/1/2019,merton,487425,E09000024,180,1117
6/1/2019,merton,499425,E09000024,153,1168
7/1/2019,merton,505198,E09000024,204,1351
8/1/2019,merton,518932,E09000024,218,1282
9/1/2019,merton,517023,E09000024,148,1225
10/1/2019,merton,510901,E09000024,213,1241
11/1/2019,merton,504065,E09000024,170,1287
12/1/2019,merton,505373,E09000024,,1122
1/1/2020,merton,507897,E09000024,,1267
1/1/1995,newham,53539,E09000025,168,
2/1/1995,newham,53154,E09000025,189,
3/1/1995,newham,53458,E09000025,294,
4/1/1995,newham,54480,E09000025,217,
5/1/1995,newham,55804,E09000025,284,
6/1/1995,newham,56068,E09000025,279,
7/1/1995,newham,55458,E09000025,240,
8/1/1995,newham,54709,E09000025,265,
9/1/1995,newham,54586,E09000025,217,
10/1/1995,newham,54790,E09000025,249,
11/1/1995,newham,54324,E09000025,238,
12/1/1995,newham,54521,E09000025,305,
1/1/1996,newham,54376,E09000025,226,
2/1/1996,newham,55117,E09000025,216,
3/1/1996,newham,55012,E09000025,289,
4/1/1996,newham,54701,E09000025,228,
5/1/1996,newham,54651,E09000025,279,
6/1/1996,newham,54390,E09000025,247,
7/1/1996,newham,54977,E09000025,310,
8/1/1996,newham,55884,E09000025,272,
9/1/1996,newham,57312,E09000025,297,
10/1/1996,newham,57467,E09000025,345,
11/1/1996,newham,57501,E09000025,300,
12/1/1996,newham,57576,E09000025,351,
1/1/1997,newham,58374,E09000025,250,
2/1/1997,newham,58608,E09000025,267,
3/1/1997,newham,58996,E09000025,304,
4/1/1997,newham,59362,E09000025,328,
5/1/1997,newham,59411,E09000025,267,
6/1/1997,newham,60192,E09000025,326,
7/1/1997,newham,60571,E09000025,338,
8/1/1997,newham,62038,E09000025,344,
9/1/1997,newham,62700,E09000025,326,
10/1/1997,newham,63548,E09000025,357,
11/1/1997,newham,63681,E09000025,287,
12/1/1997,newham,64176,E09000025,369,
1/1/1998,newham,64962,E09000025,254,
2/1/1998,newham,65452,E09000025,259,
3/1/1998,newham,65552,E09000025,326,
4/1/1998,newham,65690,E09000025,325,
5/1/1998,newham,66605,E09000025,303,
6/1/1998,newham,67631,E09000025,363,
7/1/1998,newham,68413,E09000025,386,
8/1/1998,newham,69055,E09000025,364,
9/1/1998,newham,69125,E09000025,328,
10/1/1998,newham,69597,E09000025,349,
11/1/1998,newham,69398,E09000025,340,
12/1/1998,newham,70576,E09000025,382,
1/1/1999,newham,69439,E09000025,251,
2/1/1999,newham,70159,E09000025,269,
3/1/1999,newham,69459,E09000025,351,
4/1/1999,newham,70791,E09000025,304,
5/1/1999,newham,71397,E09000025,302,
6/1/1999,newham,73247,E09000025,399,
7/1/1999,newham,74420,E09000025,412,
8/1/1999,newham,75708,E09000025,366,
9/1/1999,newham,77254,E09000025,409,
10/1/1999,newham,79289,E09000025,388,
11/1/1999,newham,80778,E09000025,453,
12/1/1999,newham,82366,E09000025,453,
1/1/2000,newham,83681,E09000025,348,
2/1/2000,newham,85462,E09000025,389,
3/1/2000,newham,86723,E09000025,474,
4/1/2000,newham,88976,E09000025,381,
5/1/2000,newham,90941,E09000025,380,
6/1/2000,newham,93272,E09000025,469,
7/1/2000,newham,95877,E09000025,382,
8/1/2000,newham,97636,E09000025,411,
9/1/2000,newham,97896,E09000025,378,
10/1/2000,newham,96888,E09000025,404,
11/1/2000,newham,97619,E09000025,406,
12/1/2000,newham,99677,E09000025,424,
1/1/2001,newham,101578,E09000025,360,3236
2/1/2001,newham,102268,E09000025,345,2758
3/1/2001,newham,101770,E09000025,436,3297
4/1/2001,newham,103036,E09000025,384,3222
5/1/2001,newham,104871,E09000025,445,3334
6/1/2001,newham,106640,E09000025,562,3346
7/1/2001,newham,106835,E09000025,456,3582
8/1/2001,newham,109276,E09000025,494,3338
9/1/2001,newham,112468,E09000025,433,3297
10/1/2001,newham,116956,E09000025,474,3434
11/1/2001,newham,119033,E09000025,539,3327
12/1/2001,newham,120426,E09000025,538,2980
1/1/2002,newham,122669,E09000025,369,3668
2/1/2002,newham,123808,E09000025,385,2972
3/1/2002,newham,124846,E09000025,548,3284
4/1/2002,newham,126328,E09000025,467,3239
5/1/2002,newham,129553,E09000025,545,3418
6/1/2002,newham,134249,E09000025,412,3236
7/1/2002,newham,137144,E09000025,556,3545
8/1/2002,newham,142354,E09000025,489,3316
9/1/2002,newham,145652,E09000025,435,3359
10/1/2002,newham,151408,E09000025,447,3585
11/1/2002,newham,153855,E09000025,460,3390
12/1/2002,newham,157601,E09000025,401,2792
1/1/2003,newham,160247,E09000025,391,3563
2/1/2003,newham,161952,E09000025,349,2907
3/1/2003,newham,163807,E09000025,428,3470
4/1/2003,newham,166330,E09000025,388,3171
5/1/2003,newham,167642,E09000025,429,3435
6/1/2003,newham,167281,E09000025,464,3253
7/1/2003,newham,167561,E09000025,483,3359
8/1/2003,newham,168209,E09000025,435,3213
9/1/2003,newham,171968,E09000025,474,3265
10/1/2003,newham,172906,E09000025,584,3508
11/1/2003,newham,176841,E09000025,494,3492
12/1/2003,newham,176507,E09000025,474,2862
1/1/2004,newham,176329,E09000025,386,3021
2/1/2004,newham,176489,E09000025,385,2991
3/1/2004,newham,179859,E09000025,446,3201
4/1/2004,newham,182634,E09000025,426,2884
5/1/2004,newham,182238,E09000025,347,2879
6/1/2004,newham,183560,E09000025,465,3085
7/1/2004,newham,186131,E09000025,436,2960
8/1/2004,newham,190368,E09000025,451,2776
9/1/2004,newham,192660,E09000025,390,2806
10/1/2004,newham,192757,E09000025,361,2702
11/1/2004,newham,192817,E09000025,313,2812
12/1/2004,newham,192322,E09000025,319,2626
1/1/2005,newham,191246,E09000025,211,2776
2/1/2005,newham,192277,E09000025,263,2679
3/1/2005,newham,191365,E09000025,288,2873
4/1/2005,newham,192854,E09000025,290,2948
5/1/2005,newham,190856,E09000025,301,3013
6/1/2005,newham,193028,E09000025,374,3012
7/1/2005,newham,194183,E09000025,363,2857
8/1/2005,newham,195870,E09000025,331,2997
9/1/2005,newham,194370,E09000025,345,3184
10/1/2005,newham,193764,E09000025,354,3126
11/1/2005,newham,195198,E09000025,376,2892
12/1/2005,newham,197653,E09000025,413,2540
1/1/2006,newham,198196,E09000025,328,3135
2/1/2006,newham,195776,E09000025,334,2820
3/1/2006,newham,193713,E09000025,375,3295
4/1/2006,newham,195140,E09000025,283,3138
5/1/2006,newham,199912,E09000025,355,3315
6/1/2006,newham,204067,E09000025,401,3020
7/1/2006,newham,204821,E09000025,480,3003
8/1/2006,newham,205592,E09000025,391,2789
9/1/2006,newham,206486,E09000025,352,2680
10/1/2006,newham,210510,E09000025,401,2843
11/1/2006,newham,212391,E09000025,401,2753
12/1/2006,newham,212813,E09000025,356,2539
1/1/2007,newham,214193,E09000025,337,2935
2/1/2007,newham,214554,E09000025,353,2587
3/1/2007,newham,217956,E09000025,372,2799
4/1/2007,newham,218737,E09000025,294,2819
5/1/2007,newham,222008,E09000025,323,2971
6/1/2007,newham,225445,E09000025,398,2958
7/1/2007,newham,228414,E09000025,442,3002
8/1/2007,newham,232671,E09000025,439,2836
9/1/2007,newham,234415,E09000025,373,2846
10/1/2007,newham,236584,E09000025,374,2912
11/1/2007,newham,235942,E09000025,377,3111
12/1/2007,newham,235744,E09000025,288,2780
1/1/2008,newham,236617,E09000025,307,3117
2/1/2008,newham,234151,E09000025,352,2703
3/1/2008,newham,229874,E09000025,394,2865
4/1/2008,newham,223486,E09000025,331,2629
5/1/2008,newham,223903,E09000025,300,2961
6/1/2008,newham,231056,E09000025,309,2895
7/1/2008,newham,233407,E09000025,176,2968
8/1/2008,newham,226064,E09000025,128,2735
9/1/2008,newham,217829,E09000025,105,2700
10/1/2008,newham,207060,E09000025,91,2924
11/1/2008,newham,205992,E09000025,68,2774
12/1/2008,newham,191782,E09000025,127,2504
1/1/2009,newham,189086,E09000025,84,2579
2/1/2009,newham,186697,E09000025,72,2379
3/1/2009,newham,191434,E09000025,88,2846
4/1/2009,newham,190233,E09000025,88,2682
5/1/2009,newham,183363,E09000025,98,2728
6/1/2009,newham,182436,E09000025,112,2858
7/1/2009,newham,184975,E09000025,130,2812
8/1/2009,newham,190484,E09000025,110,2827
9/1/2009,newham,188168,E09000025,155,2796
10/1/2009,newham,188467,E09000025,134,2884
11/1/2009,newham,189741,E09000025,139,2751
12/1/2009,newham,193524,E09000025,198,2593
1/1/2010,newham,194632,E09000025,108,2620
2/1/2010,newham,196745,E09000025,137,2832
3/1/2010,newham,199933,E09000025,173,3218
4/1/2010,newham,202170,E09000025,117,2971
5/1/2010,newham,203815,E09000025,140,3037
6/1/2010,newham,204238,E09000025,179,3050
7/1/2010,newham,207952,E09000025,155,3048
8/1/2010,newham,207821,E09000025,141,2867
9/1/2010,newham,210674,E09000025,147,2888
10/1/2010,newham,208508,E09000025,129,3077
11/1/2010,newham,209060,E09000025,140,3160
12/1/2010,newham,208056,E09000025,115,2341
1/1/2011,newham,208687,E09000025,108,2592
2/1/2011,newham,205504,E09000025,103,2638
3/1/2011,newham,201980,E09000025,147,2705
4/1/2011,newham,200682,E09000025,114,2715
5/1/2011,newham,204107,E09000025,125,2864
6/1/2011,newham,206952,E09000025,124,2706
7/1/2011,newham,207741,E09000025,145,2746
8/1/2011,newham,208896,E09000025,138,2716
9/1/2011,newham,212026,E09000025,142,2582
10/1/2011,newham,212406,E09000025,127,2731
11/1/2011,newham,212496,E09000025,143,2626
12/1/2011,newham,210485,E09000025,186,2289
1/1/2012,newham,213513,E09000025,175,2513
2/1/2012,newham,210451,E09000025,124,2434
3/1/2012,newham,211701,E09000025,215,3115
4/1/2012,newham,209250,E09000025,82,2590
5/1/2012,newham,213290,E09000025,105,2782
6/1/2012,newham,212423,E09000025,112,2692
7/1/2012,newham,216463,E09000025,131,2875
8/1/2012,newham,214977,E09000025,103,2904
9/1/2012,newham,214194,E09000025,156,2673
